layer,layer_type,group_index,rows,sample_index,cuda_ms,input_copy_ms,output_copy_ms,outer_elapsed_ms,checkpoint_reads_in_timed_region,finite
89,KDA,0,2,89,1.7924480438232422,0.0201,0.0308,1.8944,0,True
89,KDA,0,2,90,2.1948161125183105,0.0203,0.033,2.2997,0,True
89,KDA,0,2,91,1.7767679691314697,0.0182,0.0311,1.874,0,True
89,KDA,0,2,92,1.7689599990844727,0.017,0.0445,1.9598,0,True
89,KDA,0,2,93,1.7706559896469116,0.0213,0.0306,1.8918,0,True
89,KDA,0,2,94,1.7731200456619263,0.0188,0.0307,1.8732,0,True
89,KDA,0,2,95,2.20796799659729,0.019,0.0431,2.3346,0,True
89,KDA,0,2,96,1.7772480249404907,0.0197,0.0308,1.8933,0,True
89,KDA,0,2,97,1.775871992111206,0.0172,0.0293,1.8745,0,True
89,KDA,0,2,98,1.793887972831726,0.018,0.0294,1.8953,0,True
89,KDA,0,2,99,1.7663999795913696,0.0179,0.0291,1.8709,0,True
89,KDA,0,2,100,1.7902400493621826,0.0193,0.0367,1.9124,0,True
89,KDA,0,2,101,1.7641279697418213,0.0195,0.0312,1.8769,0,True
89,KDA,0,2,102,1.7622079849243164,0.0152,0.0312,1.8568,0,True
89,KDA,0,2,103,1.7946560382843018,0.0158,0.103,2.044,0,True
89,KDA,0,2,104,1.802016019821167,0.2019,0.0629,2.2055,0,True
89,KDA,0,2,105,1.7823359966278076,0.03,0.0339,1.9373,0,True
89,KDA,0,2,106,1.7933119535446167,0.3065,0.0289,2.198,0,True
89,KDA,0,2,107,1.774176001548767,0.0168,0.0296,1.8852,0,True
89,KDA,0,2,108,1.792191982269287,0.0197,0.0294,1.9021,0,True
89,KDA,0,2,109,1.7966400384902954,0.0194,0.0302,1.9045,0,True
89,KDA,0,2,110,1.771232008934021,0.0187,0.0307,1.8752,0,True
89,KDA,0,2,111,1.778880000114441,0.0173,0.0277,1.8775,0,True
89,KDA,0,2,112,2.496448040008545,0.0261,0.103,2.7904,0,True
89,KDA,0,2,113,1.7884800434112549,0.1069,0.0302,2.0334,0,True
89,KDA,0,2,114,1.7760319709777832,0.0199,0.0308,1.8824,0,True
89,KDA,0,2,115,1.781599998474121,0.0184,0.052,1.9205,0,True
89,KDA,0,2,116,1.7801599502563477,0.0268,0.0657,1.9949,0,True
89,KDA,0,2,117,1.780735969543457,0.0259,0.0315,1.9315,0,True
89,KDA,0,2,118,1.7838720083236694,0.019,0.0314,1.8821,0,True
89,KDA,0,2,119,1.761888027191162,0.075,0.0303,1.9138,0,True
89,KDA,0,2,120,2.180448055267334,0.0162,0.0448,2.3074,0,True
89,KDA,0,2,121,1.7744640111923218,0.0222,0.0436,1.9383,0,True
89,KDA,0,2,122,1.788864016532898,0.0203,0.0321,1.9186,0,True
89,KDA,0,2,123,1.776319980621338,0.0217,0.0813,1.9963,0,True
89,KDA,0,2,124,1.7839360237121582,0.0348,0.0319,1.9505,0,True
89,KDA,0,2,125,2.20579195022583,0.0224,0.0373,2.344,0,True
89,KDA,0,2,126,1.775488018989563,0.021,0.0307,1.8937,0,True
89,KDA,0,2,127,1.788640022277832,0.0191,0.0304,1.8975,0,True
89,KDA,0,2,128,2.5112640857696533,0.018,0.0723,2.7018,0,True
89,KDA,0,2,129,1.7940479516983032,0.0942,0.0315,2.0021,0,True
89,KDA,0,2,130,1.7752000093460083,0.017,0.0384,1.9004,0,True
89,KDA,0,2,131,1.7647039890289307,0.029,0.0307,1.8934,0,True
89,KDA,0,2,132,1.7749119997024536,0.0183,0.0305,1.8767,0,True
89,KDA,0,2,133,1.776960015296936,0.0182,0.0305,1.8721,0,True
89,KDA,0,2,134,1.7657599449157715,0.0182,0.031,1.8628,0,True
89,KDA,0,2,135,1.7738239765167236,0.0174,0.0303,1.8716,0,True
89,KDA,0,2,136,2.1628479957580566,0.0185,0.069,2.3411,0,True
89,KDA,0,2,137,1.7868800163269043,0.0317,0.0963,2.0686,0,True
89,KDA,0,2,138,1.7766400575637817,0.0295,0.0407,1.9638,0,True
89,KDA,0,2,139,1.7729920148849487,0.0192,0.0303,1.8915,0,True
89,KDA,0,2,140,1.7734400033950806,0.0164,0.0303,1.8734,0,True
